FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,geometry_lon,geometry_lat,event_date,exact_duplicate,proxy_storm_group
9217,IBN,http://ibnlive.in.com/generalnewsfeed/news/five-killed-in-landslides-in-sikkim/801295.html,3943,1314057600000.0,00:00,"Samathang, Sikkim","Five persons including two minors were killed in two separate landslides incident in West Sikkim district, official sources said today. A cloud burst triggered a massive landslide at Samathang village, near Malbasey in West Sikkim in which three members","Samathang, Sikkim",10km,landslide,downpour,medium,unknown,5,0, , , ,GLC,3943,27.13862165,88.22551799,India,IN,Sikkim,Darjeeling,11.31,1396310400000.0,1606348800000,88.2255179930001,27.138621647,2011-08-23 00:00:00+00:00,False,prox:54:176:5069
9219,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/8000-pilgrims-stranded-in-Uttarakhand/articleshow/6494279.cms,2380,1283472000000.0, ,"Bhatwari, Rishikesh-Gangotri hwy","Sep 5, 2010, 05.13am IST  DEHRADUN: Over 8,000 pilgrims and tourists on the Char Dham Yatra are stranded following heavy downpour and landslides on Rishikesh-Badrinath and Rishikesh-Gangotri national highways in Chamoli district of Uttarakhand since Frid","Bhatwari, Rishikesh-Gangotri hwy",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2380,30.4008,79.0278,India,IN,Uttaranchal,Langsu,26.08,1396310400000.0,1606348800000,79.0278000000001,30.4008000000001,2010-09-03 00:00:00+00:00,False,prox:60:158:4951
9228,E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7372,1438300800000.0,23:00,Naga Gate along the Ukhrul-Imphal route,"Reports reaching here have said that massive landslides that occurred last night at several points like New Haven, Finch Corner, Nungshang Kong and Naga Gate along the Ukhrul-Imphal route have brought vehicular movements to a standstill since early morni",Naga Gate along the Ukhrul-Imphal route,10km,mudslide,continuous_rain,medium,above_road,0,0, ,http://www.e-pao.org/galleries/images/News_Related/2015/08/Ukhrul_20150802.jpg, ,GLC,7372,25.0634,94.3415,India,IN,Manipur,Chattrik,30.26,1448064000000.0,1606348800000,94.3415000000001,25.0634000000001,2015-07-31 00:00:00+00:00,False,prox:50:188:5549
9232,timesofindia.indiatimes,http://timesofindia.indiatimes.com/Bangalore/Govt_withdraws_load-shedding/articleshow/3362473.cms,711,1218499200000.0, ,"Jog Falls, Karnataka","The Mahatma Gandhi hydel station at Jog Falls, which had stopped functioning due to mudslide on Tuesday, started functioning on Wednesday. The mudslide had disrupted the flow of water","Jog Falls, Karnataka",5km,mudslide,rain,small,unknown,0,0, , , ,GLC,711,14.229,74.8122,India,IN,Karnataka,Ulanahalli,2.59,1396310400000.0,1606348800000,74.8122000000001,14.229,2008-08-12 00:00:00+00:00,False,prox:28:149:4701
9234,The Times of India,http://timesofindia.indiatimes.com/city/goa/Minor-landslide-rattles-Altinho-neighbourhood/articleshow/35489884.cms,6036,1400716800000.0,09:00,"Altinho, Goa","A minor landslide on Altinho hill slope on Thursday morning has rattled the entire neighbourhood and the vicinity beyond, as the slide occurred after the first few pre-monsoon showers. The side of a steep slope, barely 300m south of Panaji church along t","Altinho, Goa",1km,landslide,downpour,small,above_road,0,0, , , ,GLC,6036,15.4951,73.8288,India,IN,Goa,Marmagao,10.54,1408838400000.0,1606348800000,73.8288000000001,15.4951,2014-05-22 00:00:00+00:00,False,prox:30:147:5404
9243,The Statesman,http://www.thestatesman.com/news/northeast/landslides-snap-siliguri-gangtok-road-link/70121.html,6965,1434499200000.0, ,"National Highway 31A, Darjeeling Hills","Note: one article listed multiple landslides, unspecific. Following heavy rainfall in the Darjeeling hills, there were three landslides at three spots on National Highway 31A, considered the lifeline of Sikkim.","National Highway 31A, Darjeeling Hills",50km,landslide,downpour,small,unknown,0,0, , , ,GLC,6965,27.0257,88.4301,India,IN,West Bengal,Kalimpong,7.16,1435190400000.0,1606348800000,88.4301,27.0257,2015-06-17 00:00:00+00:00,False,prox:54:176:5534
9261,e-pao.net,http://e-pao.net/GP.asp?src=17..250711.jul11,3837,1311465600000.0,12:00,NH 37,"Mudslide blocks Imphal-Jiri Road Source: Hueiyen News Service  Imphal, July 24 2011: Apart from vast land agricultural areas of the state submerged under water, the incessant rain in the past few days has began to take its toll to the people of the state",NH 37,50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3837,26.5836,93.0038,India,IN,Assam,Simanagaon,16.72,1396310400000.0,1606348800000,93.0038000000001,26.5836000000001,2011-07-24 00:00:00+00:00,False,prox:53:186:5059
9276,english.samaylive,http://english.samaylive.com/regional/uttarakhand/676471855.html,2310,1282435200000.0, ,"Srinagar-Garhwal area of Pauri district, Uttarakhand, Uttranchal","On the other hand, a man was killed in Pauri district on Sunday when a stone fell off from a cliff due to landslide.  According to the information, the incident occurred after a rock fell at a house located on the old road in Srinagar-Garhwal area of Pau","Srinagar-Garhwal area of Pauri district, Uttarakhand, Uttranchal",unknown,complex,downpour,medium,unknown,1,0, , , ,GLC,2310,30.4084,77.0666,India,IN,Haryana,Shahzadpur,5.86,1396310400000.0,1606348800000,77.0666000000001,30.4084,2010-08-22 00:00:00+00:00,False,prox:60:154:4947
9281,Tribune India,http://www.tribuneindia.com/news/uttarakhand/10-killed-in-rain-related-incidents/267353.html,9017,1468713600000.0, ,"Narendranagar bypass on the Rishikesh-Gangotri national highway,Tehri Garhwal district, Uttarakhand, India","Four persons were killed in Tehri Garhwal district today when their car was hit by debris falling from a hillside following a landslide triggered by heavy rains, taking the toll to 10. Landslip debris hit a car near the Narendranagar bypass on the Rishik","Narendranagar bypass on the Rishikesh-Gangotri national highway,Tehri Garhwal district, Uttarakhand, India",1km,landslide,downpour,medium,above_road,4,0, , , ,GLC,9017,30.1642,78.2936,India,IN,Uttaranchal,Rishikesh,10.89,1468800000000.0,1606348800000,78.2936000000001,30.1642,2016-07-17 00:00:00+00:00,False,prox:60:156:5666
9306,Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7778,1440547200000.0, ,Phullen’s main road,"At least three houses have been swept away by a mudslide and several others vacated in a north-eastern Mizoram town, an official said Wednesday, the latest in several weather-related incidents that have damaged property and caused hardship in the remote",Phullen’s main road,10km,mudslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7778,23.8447,93.0514,India,IN,Mizoram,Saichal,14.0,1466380800000.0,1606348800000,93.0514000000001,23.8447,2015-08-26 00:00:00+00:00,False,prox:47:186:5557
9311,The Hindu,http://www.thehindu.com/news/national/other-states/landslip-blocks-road-to-lavasa/article8942040.ece,9415,1470182400000.0,09:00,"Lavasa near Ekaant Hotel Resort in Davse, Pune District, India","With heavy rains lashing Pune district for the last 48 hours, a minor mudslip has temporarily blocked the route leading to the Lavasa Township, a popular tourist destination, trapping more than 400 people within the resort town sited in Mulshi Taluk.  Th","Lavasa near Ekaant Hotel Resort in Davse, Pune District, India",1km,landslide,downpour,medium,above_road,0,0, , , ,GLC,9415,18.3978,73.5086,India,IN,Maharashtra,Divada,25.83,1470355200000.0,1606348800000,73.5086000000001,18.3978000000001,2016-08-03 00:00:00+00:00,False,prox:36:147:5672
9313,asianetindia,http://www.asianetindia.com/news/landslide-reported-malappuram-houses-isolated_80321.html,1172,1253318400000.0, ,"Nilambur, Malappuram, Kerala State",Heavy rain in parts of Malappuaram has caused landslide near Nilambur. An Anganvadi building collapsed and several tribal colonies are reported to be isolated. Four houses were destroyed and there was extensive damage to agriculture.,"Nilambur, Malappuram, Kerala State",1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,1172,11.2695,76.2227,India,IN,Kerala,Nilambur,0.06,1396310400000.0,1606348800000,76.2227,11.2695000000001,2009-09-19 00:00:00+00:00,False,prox:22:152:4835
9326,Bengal Newz,http://bengalnewz.blogspot.com/2009/08/top-bengal-news-of-moment_16.html,1092,1250380800000.0,09:00,near the Rohini-Sirubari road,"Another person died in a remote tea garden, while the 5th death occurred near the Rohini-Sirubari road,” Singh said.",near the Rohini-Sirubari road,5km,landslide,downpour,medium,above_road,1,0, , , ,GLC,1092,26.74452462,88.40011959,India,IN,West Bengal,Siliguri,3.68,1396310400000.0,1606348800000,88.4001195920001,26.7445246180001,2009-08-16 00:00:00+00:00,False,prox:53:176:4824
9328,newstrackindia,http://www.newstrackindia.com/newsdetails/254556,4090,1323475200000.0, ,Uttarakhand,Vehicular movement on a national highway in Uttarakhand has been disrupted due to continuous landslides caused by heavy rainfall. The National Highway 87 has been blocked due to heavy chunks of boulders on the road.Locals have started complaining that th,Uttarakhand,10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4090,29.913,79.3532,India,IN,Uttaranchal,Chaukhutia,4.21,1396310400000.0,1606348800000,79.3532000000001,29.9130000000001,2011-12-10 00:00:00+00:00,False,prox:59:158:5106
9346,Newspost India.com,http://newspostindia.com/report-12963,212,1188086400000.0, ,National Highway No 44 at Sonarpur in Meghalaya,"blocked road for several days, 2 days continuous rain, event occurred at 3:30pm",National Highway No 44 at Sonarpur in Meghalaya,unknown,complex,rain,medium,unknown,0,0, , , ,GLC,212,25.5576,91.8506,India,IN,Meghalaya,Rangshken,15.12,1396310400000.0,1606348800000,91.8506,25.5576,2007-08-26 00:00:00+00:00,False,prox:51:183:4583
9355,One India News,http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html,6200,1408233600000.0, ,Arunachal Pradesh/Itanagar,lat/long  27.086901	93.60861,Arunachal Pradesh/Itanagar,10km,landslide,downpour,large,unknown,0,0, , , ,GLC,6200,27.0869,93.6086,India,IN,Arunachal Pradesh,Kaolakhat,50.88,1410134400000.0,1606348800000,93.6086000000001,27.0869000000001,2014-08-17 00:00:00+00:00,False,prox:54:187:5433
9356,dailyindia,http://www.dailyindia.com/show/230211.php/J-and-K-Highway-blocked-due-to-landslides,492,1207353600000.0, ,"Panthial, 170 kilometres from Jammu, Jammu-Srinagar highway",multiple slides along highway,"Panthial, 170 kilometres from Jammu, Jammu-Srinagar highway",50km,landslide,rain,medium,unknown,0,0, , , ,GLC,492,33.9337,74.9985,India,IN,Jammu and Kashmir,Awantipura,2.52,1396310400000.0,1606348800000,74.9985,33.9337,2008-04-05 00:00:00+00:00,False,prox:67:149:4658
9371,ptinews,http://www.ptinews.com/news/693640_BSF-headconstable-injured-in-landslide-in-Kashmir,1946,1275696000000.0, ,"Laghama(?), Uri Sector, Baramulla district,Jammu and Kashmir","Srinagar June, 5 (PTI) A BSF constable was today injured in a landslide in Baramulla district of north Kashmir, police said here.  Head Constable Jaipal Singh of 74 Batallion G-Company posted at Laghama in Uri sector, 100 kilometres from here, has been a","Laghama(?), Uri Sector, Baramulla district,Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,1946,34.0901,74.0256,India,IN,Jammu and Kashmir,Uri,2.12,1396310400000.0,1606348800000,74.0256000000001,34.0901,2010-06-05 00:00:00+00:00,False,prox:68:148:4921
9382,Times of India,http://timesofindia.indiatimes.com/city/mumbai/Landslide-near-Khandala-tunnel-on-Mumbai-Pune-expressway-disrupts-traffic/articleshow/48308402.cms?,7305,1438387200000.0,15:00,Khandala tunnel,"A landslide occurred around 3 pm on the Mumbai carriageway of the Expressway. Huge boulders fell on the three lanes of the Mumbai carriageway disrupting the traffic movement. Fortunately, there was no casualty.",Khandala tunnel,1km,rock_fall,continuous_rain,medium,above_road,0,0, ,http://images.indianexpress.com/2015/08/landslide-pune-759.jpg, ,GLC,7305,18.7687,73.3679,India,IN,Maharashtra,Lonoavale,4.41,1450051200000.0,1606348800000,73.3679000000001,18.7687,2015-08-01 00:00:00+00:00,False,prox:37:146:5549
9386,himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,2049,1278460800000.0, ,"NH-22 between Rampur and Recong-Peo(Reckong Peo), Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been block","NH-22 between Rampur and Recong-Peo(Reckong Peo), Himachal Pradesh",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2049,31.5041,77.9521,India,IN,Himachal Pradesh,Sarahan,14.51,1396310400000.0,1606348800000,77.9521,31.5041,2010-07-07 00:00:00+00:00,False,prox:63:155:4932
9392,The Tribune,http://www.tribuneindia.com/news/nation/heavy-rain-lashes-north-india-farmers-happy/105318.html,7160,1436572800000.0, ,Badrinath Highway near Mulygoan in Tihri,"A major landslide has taken place near Mulygaon in Tihri, disrupting the Badrinath highway. The Kedarnath yatra was also halted briefly.",Badrinath Highway near Mulygoan in Tihri,5km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7160,30.3799,78.4862,India,IN,Uttaranchal,Chham,20.47,1436745600000.0,1606348800000,78.4862000000001,30.3799000000001,2015-07-11 00:00:00+00:00,False,prox:60:156:5542
9397,E-PAO,http://e-pao.net/GP.asp?src=11..220815.aug15,7727,1440028800000.0,18:00,between Phesama and Kuima in Nagaland,The situation has been worsened as another huge landslide occurred at the same place on Thursday at around 6 pm.,between Phesama and Kuima in Nagaland,5km,landslide,continuous_rain,medium,below_road,0,0, ,http://www.nagalandpost.com/cms/newsimages/LCUAQPGXOFWSSAQYOWYK_resize.jpg, ,GLC,7727,25.6263,94.1057,India,IN,Nagaland,Sochumei,21.07,1464307200000.0,1606348800000,94.1057000000001,25.6263000000001,2015-08-20 00:00:00+00:00,False,prox:51:188:5555
9403,mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,2436,1284595200000.0,03:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landsli","Taithu village, Churanchandpur district, Mizoram, Manipur",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2436,24.3069,93.125,India,IN,Manipur,Parbung,7.1,1396310400000.0,1606348800000,93.1250000000001,24.3069,2010-09-16 00:00:00+00:00,False,prox:48:186:4956
9407,Greater Kashmir Srinagar,http://www.greaterkashmir.com/news/2014/Mar/19/incessant-rains-inundate-kashmir-67.asp#http://www.greaterkashmir.com/news/2014/Mar/19/incessant-rains-inundate-kashmir-67.asp,5964,1395100800000.0, ,"Kupwara, Keran",Landslides triggered by rains damaged three houses in north Kashmir’s district Kupwara. Three houses were damaged due to landslides in Keran area of district Kupwara,"Kupwara, Keran",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5964,34.6651,73.961,India,IN,Jammu and Kashmir,Bakwali,30.83,1408838400000.0,1606348800000,73.9610000000001,34.6651000000001,2014-03-18 00:00:00+00:00,False,prox:69:147:5382
9431,The Times of India,http://timesofindia.indiatimes.com/City/Kozhikode/Houses-damaged-in-landslide-at-Kedavoor/articleshow/37063833.cms,6084,1403395200000.0,03:00,"Kadavoor, Kerala",A landslide at Kelanmoola in Kedavoor village damaged a house totally and two houses partially. It also damaged crops in 2.5 acres in the area. The landslide occurred around 3am on Sunday following heavy rains. Nearly 3 acres caved in following the lands,"Kadavoor, Kerala",5km,landslide,rain,medium,unknown,0,0, , , ,GLC,6084,9.9983,76.7329,India,IN,Kerala,Muvattupula,17.54,1408838400000.0,1606348800000,76.7329,9.99830000000003,2014-06-22 00:00:00+00:00,False,prox:19:153:5414
9441,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+kills+7+Nepali-speaking+people+in+Sikkim&NewsID=335265,4393,1339027200000.0, ,"Nathang Maong, Sikkim","As many as seven Nepali-speaking people have been killed in the landslide induced by downpour at Nathang Maong region in Sikkim on Thursday night. The deceased have been identified as Tika Rai, Dil Man Rai, Madi Maya Rai, Mahendra Rai, Neha Rai, Chandra","Nathang Maong, Sikkim",25km,landslide,downpour,large,unknown,7,0, , , ,GLC,4393,27.7565,88.632,India,IN,Sikkim,Lachung,12.56,1396310400000.0,1606348800000,88.6320000000001,27.7565000000001,2012-06-07 00:00:00+00:00,False,prox:55:177:5166
9453,www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5277,1375660800000.0,05:00,"Cheeyapara Near Neriyamangalam, Kerala","At Cheeyapara near Neriyamangalam, a minor landslide at 5.30 am saw mud spilling onto the Aluva-Munnar highway. Local residents and fire-force personnel who arrived on the scene began clearing the road. A few vehicles from Munnar got stranded and people","Cheeyapara Near Neriyamangalam, Kerala",1km,mudslide,monsoon,small,unknown,0,0, , , ,GLC,5277,10.0539,76.8294,India,IN,Kerala,Muvattupula,29.17,1396310400000.0,1606348800000,76.8294000000001,10.0539000000001,2013-08-05 00:00:00+00:00,False,prox:20:153:5307
9454,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-05-24/10-nepalis-killed-in-dehradun-landslip.html,9314,1463875200000.0,15:00,"Chetra Village, Dehradun, India","Estimated location within Dehradun. Ten Nepali workers were killed in Chetra Village in Dehradun, India, after they were buried under boulders after a landslide hit the region on Sunday afternoon. They were construction workers at a road project. Surya B","Chetra Village, Dehradun, India",25km,rock_fall,rain,small,mine,10,6, , , ,GLC,9314,30.306,78.0648,India,IN,Uttaranchal,Dehra Dun,3.5,1470096000000.0,1606348800000,78.0648,30.306,2016-05-22 00:00:00+00:00,False,prox:60:156:5647
9458,Times of India,http://timesofindia.indiatimes.com/city/dehradun/Three-more-killed-in-landslides-toll-now-5/articleshow/38981735.cms,6167,1405814400000.0, ,"Sonprayag, Uttarakhand","In less than a week, the toll in landslide-related incidents rose to five in the Uttarakhand hill districts with two fresh casualties reported late Wednesday in Chamoli district. Executive director Puish Rautela of the Uttarakhand Disaster Management Res","Sonprayag, Uttarakhand",1km,landslide,continuous_rain,small,above_road,3,0, , , ,GLC,6167,30.6326,78.9953,India,IN,Uttaranchal,Gaundar,16.97,1408838400000.0,1606348800000,78.9953,30.6326,2014-07-20 00:00:00+00:00,False,prox:61:157:5423
9463,greaterkashmir,http://www.greaterkashmir.com/news/2012/Jan/14/chaos-on-highway-as-traffic-resumes-31.asp,4140,1326412800000.0,08:00,"Banihal, Srinagar-Jammu highway","Banihal, Jan 13: After remaining closed for over thirteen hours, due to fresh landslides, Srinagar-Jammu highway was partially opened for traffic on Friday afternoon. However, complete chaos prevailed on the highway as traffic moved on snails pace leavin","Banihal, Srinagar-Jammu highway",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4140,33.4209,75.2045,India,IN,Jammu and Kashmir,Gund,1.51,1396310400000.0,1606348800000,75.2045000000001,33.4209000000001,2012-01-13 00:00:00+00:00,False,prox:66:150:5117
9467,beforeitsnews.com,http://beforeitsnews.com/weather/2013/04/mudslide-in-zojila-along-srinagar-kargil-road-claims-1-2440466.html,4823,1366934400000.0, ,"Zojila, India (Srinagar-Kargil Road)","Mudslide in Zojila along Srinagar-Kargil Road has claimed life of one person. The mudslide swept a Tata-Mobile vehicle carrying three people, Kashmir Observer mentions.Two person including a driver are having treatment in the hospital in critical conditi","Zojila, India (Srinagar-Kargil Road)",5km,mudslide,rain,medium,unknown,1,0, , , ,GLC,4823,34.2946,75.4832,India,IN,Jammu and Kashmir,Matayan,13.75,1396310400000.0,1606348800000,75.4832000000001,34.2946000000001,2013-04-26 00:00:00+00:00,False,prox:68:150:5273
9468,The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,7288,1437868800000.0, ,Kullu,"Heavy rain caused landslides blocking roads in interiors of Shimla, Chamba, Mandi and Kullu districts and over 100 roads in interior areas were blocked.",Kullu,5km,landslide,continuous_rain,small,above_road,0,0, , , ,GLC,7288,31.9563,77.1135,India,IN,Himachal Pradesh,Kulu,0.86,1437955200000.0,1606348800000,77.1135000000001,31.9563,2015-07-26 00:00:00+00:00,False,prox:63:154:5547
9471,Times of India,http://timesofindia.indiatimes.com/city/goa/Two-boulders-crash-into-Vasco-house-in-landslide/articleshow/52891876.cms,8163,1466640000000.0,09:00,"Vollant, Vasco, behind the KTC bus stand, Goa, India","Two boulders came down on the rear portion of a house at Vollant, Vasco, behind the KTC bus stand on Thursday, leaving the place susceptible to more landslides. Praveena Rodrigues, a resident of the house, had a miraculous escape. She was in the other ro","Vollant, Vasco, behind the KTC bus stand, Goa, India",5km,rock_fall,downpour,medium,natural_slope,0,0, , , ,GLC,8163,15.3739,73.8911,India,IN,Goa,Goa Dabolim,6.19,1467331200000.0,1606348800000,73.8911000000001,15.3739,2016-06-23 00:00:00+00:00,False,prox:30:147:5658
9478,www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/rains-trigger-cloudburst-landslides-in-uttarakhand/article4948408.ece,5181,1374624000000.0, ,"Rishikesh-Badrinath Highway, Uttarakhand","Due to landslide, the Rishikesh-Badrinath and Rishikesh-Kedarnath highways have been blocked at several places. A team has been rushed to the spot to have a detailed account of the situation there. The affected families are being shifted to safer places,","Rishikesh-Badrinath Highway, Uttarakhand",unknown,landslide,downpour,medium,unknown,0,0, , , ,GLC,5181,30.2733,79.233,India,IN,Uttaranchal,Langsu,5.07,1396310400000.0,1606348800000,79.2330000000001,30.2733000000001,2013-07-24 00:00:00+00:00,False,prox:60:158:5303
9494,sify.com,http://sify.com/news/landslide-claims-four-lives-in-maharashtra-news-national-kgtl4chgdcc.html,2003,1276905600000.0,08:00,"Harne(?) village, near Dapoli, Ratnagiri district, Maharashtra","Four people were killed and as many buried in debris early Saturday as the land caved in while they were sleeping in their houses at Harne village near Dapoli, police said. A landslide occurred in the wee hours at Harne village,' an official from Dapoli","Harne(?) village, near Dapoli, Ratnagiri district, Maharashtra",50km,landslide,downpour,medium,unknown,8,0, , , ,GLC,2003,17.8975,73.2961,India,IN,Maharashtra,Jambu Wari,5.94,1396310400000.0,1606348800000,73.2961000000001,17.8975,2010-06-19 00:00:00+00:00,False,prox:35:146:4926
9502,dnaindia,http://www.dnaindia.com/india/report_three-killed-as-heavy-rains-continue-to-lash-uttarakhand_1412378,2111,1279670400000.0, ,"Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka","Mangalore, Jul 21: The copious rains since over a week are bringing about wide spread damage in the Dakshina Kannada district and also disrupting the normal lives.  Meanwhile, the Peruvai – Kadengodlu road connecting Vittal to Manila in Bantwal taluk h","Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2111,12.8277,75.0772,India,IN,Karnataka,Netravati,7.08,1396310400000.0,1606348800000,75.0772000000001,12.8277000000001,2010-07-21 00:00:00+00:00,False,prox:25:150:4937
9504,www.dnaindia.com,http://www.dnaindia.com/india/1864669/report-fresh-incidents-of-landslides-as-heavy-rains-lash-uttarakhand,5177,1374537600000.0, ,"Gauchar, Chamoli District, Uttarakhand","Moderate to heavy rains in most places in Uttarakhand on Tuesday triggered fresh incidents of landslides, cloudbursts and house collapses across the state. Incessant overnight rains in Chamoli district caused fresh landslides at a number of placesÉ Seve","Gauchar, Chamoli District, Uttarakhand",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5177,30.2902,79.151,India,IN,Uttaranchal,Langsu,11.9,1396310400000.0,1606348800000,79.1510000000001,30.2902,2013-07-23 00:00:00+00:00,False,prox:60:158:5303
9505,Morung Express,https://web.archive.org/web/20110627132314/http://www.morungexpress.com/regional/67365.html,3637,1308614400000.0, ,"Lasumi village in Phek district, Kohima","June 24 : A major landslide damaged a residential building including paddy fields at Lasumi village in Phek district on June 21 last, destroying properties and crops worth nearly Rs. 16 lakhs. The landslide carried away the whole residential building of","Lasumi village in Phek district, Kohima",1km,landslide,rain,medium,deforested_slope,0,0, , , ,GLC,3637,25.51614662,94.2341227,India,IN,Nagaland,Sochumei,4.24,1396310400000.0,1606348800000,94.234122702,25.51614662,2011-06-21 00:00:00+00:00,False,prox:51:188:5048
9506,Assam Times,http://www.assamtimes.org/node/14780,7933,1441065600000.0, ,Maligaon,"The incessant rains that lashed Guwahati and its adjoining areas are likely to result in landslide soon. Local residents in Amingaon, Thirteenth Mile, Nineth Mile, Maligaon areas fear the tragic rerun of landslide incidents in near future. The district a",Maligaon,1km,rock_fall,rain,medium,unknown,2,0, , , ,GLC,7933,26.1868,91.6739,India,IN,Assam,North Gauhati,6.17,1467244800000.0,1606348800000,91.6739000000001,26.1868000000001,2015-09-01 00:00:00+00:00,False,prox:52:183:5559
9508,Pune Mirror,http://www.punemirror.in/pune/others/Techie-dies-in-Raigad-landslide/articleshow/52929669.cms,7913,1466899200000.0, ,"Raigad Fort, Raigad Fort Natural Reserve, Maharashtra, India","While coming down from the fort, a stone fell on his back, causing him to fall. He sustained serious injuries. Passersby took him to Mahad government hospital, where he was declared dead on arrival.According to Mahad police, during the rains, the fort ar","Raigad Fort, Raigad Fort Natural Reserve, Maharashtra, India",1km,rock_fall,rain,small,above_road,1,0, , , ,GLC,7913,18.241,73.4469,India,IN,Maharashtra,Mahad,19.61,1467158400000.0,1606348800000,73.4469000000001,18.241,2016-06-26 00:00:00+00:00,False,prox:36:146:5659
9511,ibnlive.in.com,http://ibnlive.in.com/news/massive-landslide-in-arunachal-due-to-rainfall-2-districts-remain-cut-off/420409-3-229.html,5442,1378080000000.0, ,Arunachal Pradesh,"With improvement in the weather, the water level of major rivers in Eastern Arunachal showed a receding trend even as West and Upper Siang districts in the state remained cut off due to massive landslides triggered by torrential rain. Chief Minister Naba",Arunachal Pradesh,unknown,landslide,downpour,large,unknown,0,0, , , ,GLC,5442,27.1614,93.7525,India,IN,Arunachal Pradesh,North Lakhimpur,36.06,1396310400000.0,1606348800000,93.7525,27.1614000000001,2013-09-02 00:00:00+00:00,False,prox:54:187:5316
9522,morungexpress,http://www.morungexpress.com/local/51540.html,2042,1278374400000.0, ,"Zunheboto, Nagaland",Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  The scenario is no different inside the towns. A glimpse is all you need to notice the neglected state of roa,"Zunheboto, Nagaland",5km,mudslide,monsoon,medium,unknown,0,0, , , ,GLC,2042,26.0093,94.5238,India,IN,Nagaland,Yezami,7.35,1396310400000.0,1606348800000,94.5238000000001,26.0093000000001,2010-07-06 00:00:00+00:00,False,prox:52:189:4932
9523,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5050,1373155200000.0, ,"Mandi-Shimla Highway In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premise","Mandi-Shimla Highway In Mandi, Himachal Pradesh",unknown,mudslide,rain,medium,unknown,0,0, , , ,GLC,5050,31.703,76.936,India,IN,Himachal Pradesh,Mandi,0.86,1396310400000.0,1606348800000,76.936,31.703,2013-07-07 00:00:00+00:00,False,prox:63:153:5297
